id,word,country,timestamp,recognized,numstrokes,numpoints
5299317793357824,dog,TH,1485504306993,1,4,53
6507786613555200,dog,FR,1489957595443,1,12,79
6627637361377280,dog,US,1485446197199,1,5,47
6391438352842752,dog,US,1485283627866,1,7,66
6213048597479424,dog,US,1485531781492,1,10,55
4644085363113984,dog,UA,1488553139764,1,6,44
4849694712791040,dog,US,1485541104070,1,4,54
5011217842176000,dog,US,1490286107336,1,4,44
6376888459067392,dog,HU,1490472855078,1,1,59
5532958377115648,dog,RU,1485685956902,1,4,52
5367770608828416,dog,US,1488566085752,1,12,46
6651724741738496,dog,US,1489253569412,1,8,67
5577787131822080,dog,US,1485262043786,1,14,81
6306524378955776,dog,ID,1489540322440,1,2,40
5840510176460800,dog,FR,1489608430798,1,6,33
5685989483741184,dog,GB,1490722844730,1,2,54
6037390743306240,dog,SK,1485512032949,1,10,54
5229836895256576,dog,DE,1488829887447,1,7,53
6167029528657920,dog,US,1488328445349,1,6,67
6376091860074496,dog,GB,1488917681458,1,8,55
4910455275388928,dog,VN,1489136125842,1,9,59
6233831944224768,dog,PH,1485603596195,1,9,74
5057537906835456,dog,CA,1489548886689,0,2,46
5646857080406016,dog,US,1489425962504,1,9,59
5980442761101312,dog,US,1489027978548,1,4,50
4618399617384448,dog,US,1485273200878,1,8,67
5495933758341120,dog,GB,1490361959660,1,14,65
6041399000563712,dog,CA,1489690972316,1,12,98
4810482865143808,dog,US,1488550417105,1,11,88
5425615077376000,dog,AU,1490338976941,1,12,83
4972459084218368,dog,US,1489977282255,1,6,49
5274129081040896,dog,TH,1489655807110,1,7,42
6072456060076032,dog,US,1488912684661,1,5,35
6086372106436608,dog,US,1490756697714,1,5,45
6150306402402304,dog,US,1488559214904,1,9,59
5716941299777536,dog,CZ,1490787627888,1,7,54
6485569787920384,dog,TR,1490385134336,1,4,59
5148685316915200,dog,US,1490739819057,1,6,47
5203918244020224,dog,US,1488913627382,1,7,52
5073756043083776,dog,HK,1485788272712,1,5,59
5867329814528000,dog,FI,1490121790973,1,9,99
4737869849559040,dog,PL,1489599660150,1,5,52
6489011499565056,dog,US,1489870354535,1,2,51
5235996633333760,dog,US,1490710146508,1,9,80
6245687945592832,dog,BH,1490375201129,1,7,55
5506912252592128,dog,US,1485190740243,1,4,44
6577619845775360,dog,PL,1489157079669,1,6,51
6260728908480512,dog,US,1485800449026,1,6,43
5470603505041408,dog,CA,1485616006117,1,7,42
5339738129039360,dog,AR,1488950465021,1,10,68
6238172545548288,dog,US,1485695579511,1,2,56
5098477337968640,dog,US,1485311752134,1,2,52
6117301994651648,dog,AU,1488409041761,1,7,68
6083173026889728,dog,GB,1490546844136,1,7,62
5615332775428096,dog,CA,1490212670440,1,1,38
5741849828392960,dog,US,1490615310992,1,1,57
4650239921225728,dog,US,1485637873724,1,7,66
5302000671522816,dog,PH,1485677616948,1,4,66
5587290313195520,dog,IT,1489142429735,1,7,73
4811602861752320,dog,DE,1490643408746,1,12,71
4879669016920064,dog,US,1489085280312,1,3,43
4758403370975232,dog,US,1485885352216,1,7,51
5419277819576320,dog,US,1489968243633,1,1,38
6469251361669120,dog,NL,1490117767383,1,6,56
6487613538041856,dog,US,1488480804509,1,4,49
4817990199541760,dog,US,1488750184067,1,1,37
4756420450844672,dog,CA,1490670580207,1,10,69
4784290090975232,dog,AU,1490575149354,1,13,76
6009812301119488,dog,US,1490591900862,1,9,49
4537908306378752,dog,US,1485208274757,1,12,117
6319904733003776,dog,US,1485213595348,1,9,80
5841683977601024,dog,US,1488925293142,1,7,72
4979866174750720,dog,US,1488833291212,1,8,99
5754947868033024,dog,US,1490630788942,1,6,53
4601791729631232,dog,BG,1489775730669,1,11,116
5837217496825856,dog,TR,1490617828430,1,1,31
5423088885825536,dog,US,1485814281639,1,11,71
6441402378485760,dog,GB,1485169663868,1,14,72
5676317406134272,dog,HR,1485777408337,1,8,65
5443953232969728,dog,US,1485385976638,1,4,78
6345301843509248,dog,PK,1489174367282,1,7,63
5099329062699008,dog,CH,1489596021127,1,5,65
4688985471320064,dog,SA,1489684716276,0,4,34
6325115300085760,dog,US,1485546275285,1,9,35
4897900364562432,dog,US,1490324734390,1,3,51
5894074139672576,dog,US,1490387200945,1,13,78
5713628726558720,dog,CA,1485703797116,1,8,56
5405792075251712,dog,US,1488393102208,1,3,47
6569345423507456,dog,US,1488357030688,1,9,65
5380546223931392,dog,US,1488895182860,1,6,47
5999195666251776,dog,JP,1485782801039,1,7,75
6421027200434176,dog,IN,1490009360642,1,7,56
5265466132004864,dog,US,1489341223840,1,7,78
5669369168265216,dog,KR,1490796038272,1,8,59
6140248310415360,dog,MY,1490771928541,1,17,73
4742225785257984,dog,CH,1490545392664,1,2,44
6534839085826048,dog,US,1488807435334,1,13,71
6497395175063552,dog,KG,1490239411311,1,2,48
5922600037384192,dog,FI,1490557831611,1,9,68
6706155785027584,dog,ID,1489747192943,1,1,38
6190255134736384,dog,PH,1489371924246,0,8,82
6475342820671488,dog,BR,1485404447182,1,11,74
4903817269215232,dog,US,1489616472402,1,8,51
6171238193954816,dog,DK,1488813961811,1,4,49
4936505074122752,dog,GB,1490550182340,1,7,50
4607388764078080,dog,US,1485482147797,1,10,54
5879070644502528,dog,US,1490179570553,1,6,52
5354508823560192,dog,US,1488562806232,1,11,67
6364816480403456,dog,FI,1489588432493,0,16,105
6499866106658816,dog,GB,1488728010090,1,1,43
6240406880649216,dog,CZ,1490295693896,1,1,46
4812510559469568,dog,UA,1489255716308,1,4,46
5770971048837120,dog,BA,1490538952218,1,3,47
6645886404788224,dog,US,1488472087721,1,17,81
5064175850094592,dog,US,1485530882639,1,4,51
4787387353792512,dog,BR,1485728690814,1,3,54
5749245795631104,dog,US,1490026271171,1,16,79
5754883896508416,dog,CL,1488671602355,1,1,49
5256208195780608,dog,CA,1489266634186,1,7,62
5534587037941760,dog,CA,1489113433861,0,8,60
6681520070721536,dog,RU,1489508511170,1,6,49
4953091499622400,dog,MX,1490543173617,1,1,39
6742032204693504,dog,US,1485528169657,1,4,55
6367388981264384,dog,HU,1488995578392,1,2,47
5190692563320832,dog,GB,1488980014433,0,8,55
5767126570762240,dog,US,1485369021933,1,7,91
6394870547611648,dog,CA,1490442729941,1,6,62
5976919763845120,dog,US,1490225144146,1,2,46
5667120518004736,dog,TW,1489499999318,1,9,70
6310544904552448,dog,NL,1490547781231,1,6,47
5560265141649408,dog,US,1485270662389,1,5,36
6661715422871552,dog,TR,1490128756991,1,2,57
6352538263617536,dog,ES,1485467546289,1,8,47
5724084669251584,dog,RU,1489840756575,0,11,59
6203934676877312,dog,US,1485721924195,1,13,53
4525605473222656,dog,MX,1485635972132,1,7,73
4829702105595904,dog,US,1489075461605,1,5,62
6580000432062464,dog,US,1488466332748,0,7,68
5673064404615168,dog,RU,1485196357445,1,8,65
6502273167392768,dog,GE,1488608093246,1,9,62
5429179866677248,dog,US,1489630843479,0,5,141
6363548877848576,dog,US,1489357921346,1,10,88
5157987599515648,dog,DK,1485719894052,1,8,80
6695562164305920,dog,KR,1488452732522,0,9,89
5625983153471488,dog,US,1490471999372,1,9,61
5755986813911040,dog,AU,1490147246920,1,7,40
5040315293499392,dog,US,1485620989968,1,8,84
6728157648388096,dog,US,1485811180303,1,8,49
5273978807517184,dog,CZ,1489675895714,1,5,47
4753324031082496,dog,US,1489675635541,1,12,84
5958994684280832,dog,KW,1489519093879,1,13,76
5579787324096512,dog,CA,1489949807291,1,11,89
5452783027224576,dog,PE,1490552647702,1,2,51
4837641260367872,dog,US,1490813745943,1,10,57
6463217335271424,dog,GB,1490188537619,1,9,71
5533326431485952,dog,US,1488495189812,1,8,56
6620665014648832,dog,US,1488564123644,1,9,90
5433464532762624,dog,PH,1490406596179,1,4,55
5036500586594304,dog,IT,1488331727413,1,12,71
4658546585108480,dog,US,1489183452684,1,6,80
5266344704475136,dog,US,1490120683653,1,2,58
6576235104698368,dog,US,1490120552480,1,10,57
6065115541536768,dog,US,1489408747904,1,2,43
5845200096198656,dog,US,1490218839196,1,5,63
5823102959222784,dog,US,1490721544229,1,7,73
6632821550481408,dog,RU,1488473211314,1,6,61
6209590456745984,dog,US,1489849714798,1,9,57
5226893236240384,dog,JP,1485605508117,1,6,47
6681582414856192,dog,TR,1488654788142,1,9,47
6636436570767360,dog,RU,1488398240391,1,5,45
5074463366316032,dog,US,1488898972969,1,1,50
5458918656442368,dog,US,1490280334486,1,6,49
5924484689166336,dog,PH,1489938802866,1,9,53
6564233309323264,dog,US,1485549477885,1,7,62
6655190176366592,dog,FI,1489037270460,1,3,58
5359746972385280,dog,CZ,1489233076004,1,5,82
4688123323744256,dog,US,1490022458671,1,8,77
5213468305129472,dog,US,1489431447754,1,10,71
5906026417094656,dog,US,1485887038113,1,11,57
4531623255080960,dog,US,1488665399263,1,1,42
6685388997394432,dog,US,1488380386162,1,12,77
5256249484509184,dog,US,1490492294914,1,6,47
6051807467929600,dog,US,1489034183263,1,10,79
4790693266456576,dog,US,1488807066542,1,3,64
5876529789665280,dog,US,1485905241409,1,8,75
5792852216905728,dog,ZA,1485348817758,1,8,51
4529621938733056,dog,GB,1485541320993,1,3,49
5758302187159552,dog,US,1488468490518,1,15,95
5752016284418048,dog,VE,1490555484644,1,4,65
4666890704125952,dog,US,1485481628292,1,8,43
6402582815703040,dog,US,1489285842744,1,8,81
4677762050686976,dog,RU,1489764058761,1,3,41
4704197524062208,dog,US,1489064177591,1,5,53
6310651859304448,dog,FR,1488722408713,1,5,63
5201496960401408,dog,DE,1485462340368,1,2,51
5023335173849088,dog,US,1485187769937,1,7,86
5976248977195008,dog,RO,1489929082248,1,10,52
5591713575862272,dog,US,1489898452455,1,11,46
4884227722051584,dog,IT,1488733912069,1,5,60
5890593370669056,dog,MQ,1489859319519,1,1,37
5741862780403712,dog,UA,1490469010187,1,2,34
4649953899053056,dog,DK,1488809531613,1,1,49
5002896745693184,dog,US,1490490127427,1,11,103
4685088862240768,dog,CZ,1489505589174,1,6,34
6519656225439744,dog,US,1489676373794,1,4,55
5842307691577344,dog,ID,1485351242175,1,1,58
6208322099216384,dog,EC,1489597168987,1,9,80
5201780596015104,dog,BR,1485233680956,1,10,60
4918292265304064,dog,AU,1490763457293,1,4,32
6433035241127936,dog,US,1488982737124,0,9,67
6528008074559488,dog,FI,1488732185382,1,8,75
5827758020100096,dog,HR,1485623280962,1,25,86
5856591544844288,dog,AU,1485691381903,1,6,68
6280197487722496,dog,US,1488471368386,1,7,87
5478928556752896,dog,CA,1489274807000,1,1,48
6707880583495680,dog,NP,1490721590085,1,6,64
4510340349952000,dog,US,1488833915203,0,7,51
6678678211657728,dog,US,1488829348439,1,9,64
5444866043543552,dog,CA,1488825466397,1,3,42
4864443206860800,dog,US,1489696020663,1,5,39
4847498571022336,dog,QA,1489147172507,1,11,66
5334069342633984,dog,CA,1488327504176,0,8,63
4879147451023360,dog,US,1485539032801,1,3,53
4573172236025856,dog,DE,1485519265589,1,7,62
6084634423066624,dog,US,1489764129136,1,8,72
4610086842400768,dog,US,1485288238959,1,1,33
4550663163871232,dog,FI,1490013203526,1,10,69
5055906775564288,dog,US,1490732623244,1,6,74
4972560234053632,dog,US,1489117230562,1,8,58
5441388260884480,dog,US,1489258082549,0,5,35
4508645163270144,dog,US,1489537074986,1,4,35
5739579590049792,dog,US,1485453224854,1,10,52
6417147083358208,dog,US,1488677505111,1,8,57
5086156418973696,dog,US,1485558523954,1,10,93
5141695156977664,dog,US,1489688503788,1,7,59
6174140518105088,dog,US,1488683570598,1,4,66
5386235025555456,dog,US,1489439616653,1,3,48
5636214222749696,dog,US,1485298590903,1,9,59
6701946045988864,dog,DK,1489667752642,1,6,49
5019682203500544,dog,GB,1485884253051,1,16,79
4692754657443840,dog,PH,1489413414144,1,7,64
